sex,age,height,weight,year,season,sport,event,medal
M,19,177,70,1964,Summer,Diving,Diving Men's Springboard,Gold
M,20,155,51,1960,Summer,Boxing,Boxing Men's Flyweight,Silver
M,55,167,65,1952,Summer,Sailing,Sailing Mixed 6 metres,Bronze
M,27,180,67,1960,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
M,31,180,67,1964,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
M,26,180,68,1948,Summer,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold
F,25,165,60,1980,Summer,Athletics,Athletics Women's Long Jump,Bronze
M,38,183,83,1972,Summer,Shooting,"Shooting Mixed Free Pistol, 50 metres",Gold
M,24,206,104,1968,Summer,Basketball,Basketball Men's Basketball,Silver
M,22,187,92,1972,Summer,Handball,Handball Men's Handball,Silver
M,28,175,80,1972,Summer,Handball,Handball Men's Handball,Silver
F,22,182,63,1976,Summer,Basketball,Basketball Women's Basketball,Bronze
M,24,174,79,1956,Summer,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze
M,27,174,79,1960,Summer,Wrestling,"Wrestling Men's Middleweight, Freestyle",Silver
M,23,180,76,1964,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
M,28,170,70,1980,Summer,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze
F,17,163,54,1968,Summer,Gymnastics,Gymnastics Women's Team All-Around,Silver
M,26,186,128,1956,Summer,Athletics,Athletics Men's Shot Put,Bronze
M,23,180,78,1980,Summer,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze
M,22,190,90,1968,Summer,Water Polo,Water Polo Men's Water Polo,Silver
M,32,192,84,1976,Summer,Volleyball,Volleyball Men's Volleyball,Gold
M,28,176,67,1976,Summer,Boxing,Boxing Men's Welterweight,Bronze
F,21,173,59,1972,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
M,25,195,89,1980,Summer,Basketball,Basketball Men's Basketball,Gold
M,30,178,74,1964,Summer,Fencing,"Fencing Men's Foil, Team",Silver
M,34,178,74,1968,Summer,Fencing,"Fencing Men's Foil, Team",Bronze
M,22,182,82,1980,Summer,Boxing,Boxing Men's Light-Heavyweight,Silver
M,29,180,100,1976,Summer,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze
M,25,157,51,1968,Summer,Boxing,Boxing Men's Light-Flyweight,Bronze
M,21,175,70,1980,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
M,25,188,88,1972,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
F,18,182,75,1980,Summer,Basketball,Basketball Women's Basketball,Silver
M,26,181,72,1976,Summer,Basketball,Basketball Men's Basketball,Silver
M,30,181,72,1980,Summer,Basketball,Basketball Men's Basketball,Gold
M,25,174,62,1948,Summer,Athletics,"Athletics Men's 1,500 metres",Bronze
M,25,174,62,1948,Summer,Athletics,"Athletics Men's 5,000 metres",Bronze
F,28,168,64,1964,Summer,Volleyball,Volleyball Women's Volleyball,Bronze
F,18,171,61,1976,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
M,26,178,76,1976,Summer,Athletics,Athletics Men's Pole Vault,Gold
M,30,178,76,1980,Summer,Athletics,Athletics Men's Pole Vault,Silver
M,30,180,72,1968,Summer,Athletics,Athletics Men's 20 kilometres Walk,Bronze
M,31,153,52,1972,Summer,Weightlifting,Weightlifting Men's Flyweight,Gold
M,28,187,82,1976,Summer,Rowing,Rowing Men's Coxed Eights,Silver
F,20,180,64,1980,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
M,22,173,72,1964,Summer,Hockey,Hockey Men's Hockey,Bronze
M,26,173,72,1968,Summer,Hockey,Hockey Men's Hockey,Silver
M,26,180,78,1956,Summer,Shooting,Shooting Men's Trap,Silver
M,24,192,84,1964,Summer,Volleyball,Volleyball Men's Volleyball,Silver
M,27,174,67,1976,Summer,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",Gold
M,19,172,62,1976,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
M,19,172,62,1976,Summer,Swimming,Swimming Men's 400 metres Individual Medley,Bronze
M,23,186,81,1960,Summer,Basketball,Basketball Men's Basketball,Gold
F,17,161,56,1976,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
F,17,161,56,1976,Summer,Swimming,Swimming Women's 400 metres Individual Medley,Bronze
M,34,170,63,1960,Summer,Sailing,Sailing Mixed 5.5 metres,Gold
M,20,180,72,1952,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
M,28,187,79,1948,Summer,Athletics,Athletics Men's Pole Vault,Gold
M,22,182,70,1980,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
M,19,173,73,1968,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
F,14,174,63,1976,Summer,Swimming,Swimming Women's 400 metres Freestyle,Bronze
M,24,191,84,1968,Summer,Athletics,Athletics Men's 200 metres,Gold
M,27,183,79,1976,Summer,Hockey,Hockey Men's Hockey,Silver
M,20,188,84,1976,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
F,20,175,72,1968,Summer,Volleyball,Volleyball Women's Volleyball,Gold
F,24,175,72,1972,Summer,Volleyball,Volleyball Women's Volleyball,Gold
F,28,175,72,1976,Summer,Volleyball,Volleyball Women's Volleyball,Silver
M,29,183,85,1968,Summer,Volleyball,Volleyball Men's Volleyball,Bronze
M,27,176,67,1968,Summer,Fencing,"Fencing Men's epee, Team",Silver
M,26,185,78,1980,Summer,Fencing,"Fencing Men's Foil, Individual",Gold
M,26,185,78,1980,Summer,Fencing,"Fencing Men's Foil, Team",Silver
M,26,185,78,1980,Summer,Fencing,"Fencing Men's epee, Team",Bronze
F,27,170,67,1956,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
M,21,179,80,1960,Summer,Athletics,Athletics Men's 800 metres,Gold
M,25,179,80,1964,Summer,Athletics,Athletics Men's 800 metres,Gold
M,25,179,80,1964,Summer,Athletics,"Athletics Men's 1,500 metres",Gold
M,19,173,68,1980,Summer,Sailing,Sailing Mixed Two Person Dinghy,Gold
M,23,187,86,1972,Summer,Water Polo,Water Polo Men's Water Polo,Gold
M,31,187,86,1980,Summer,Water Polo,Water Polo Men's Water Polo,Gold
M,29,194,85,1968,Summer,Volleyball,Volleyball Men's Volleyball,Bronze
M,22,181,90,1980,Summer,Shooting,"Shooting Mixed Running Target, 50 metres",Gold
M,29,171,63,1960,Summer,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver
M,22,170,54,1968,Summer,Boxing,Boxing Men's Bantamweight,Gold
M,22,192,88,1976,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
F,26,164,55,1976,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
M,27,192,82,1976,Summer,Handball,Handball Men's Handball,Bronze
M,33,175,63,1972,Summer,Athletics,Athletics Men's 50 kilometres Walk,Silver
M,22,196,89,1980,Summer,Basketball,Basketball Men's Basketball,Silver
M,19,200,93,1968,Summer,Basketball,Basketball Men's Basketball,Silver
M,26,200,93,1976,Summer,Basketball,Basketball Men's Basketball,Silver
M,25,164,65,1980,Summer,Judo,Judo Men's Half-Lightweight,Gold
M,23,171,60,1976,Summer,Boxing,Boxing Men's Lightweight,Bronze
F,27,183,73,1980,Summer,Volleyball,Volleyball Women's Volleyball,Gold
M,20,186,78,1960,Summer,Football,Football Men's Football,Bronze
M,21,169,71,1960,Summer,Football,Football Men's Football,Gold
M,21,170,60,1936,Summer,Athletics,Athletics Men's Marathon,Gold
M,22,163,57,1956,Summer,Boxing,Boxing Men's Bantamweight,Silver
M,38,191,84,1976,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
M,29,177,80,1976,Summer,Judo,Judo Men's Middleweight,Gold
M,22,188,81,1976,Summer,Boxing,Boxing Men's Light-Heavyweight,Silver
M,32,185,84,1964,Summer,Volleyball,Volleyball Men's Volleyball,Silver
M,23,157,51,1964,Summer,Boxing,Boxing Men's Flyweight,Bronze
M,20,176,68,1956,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
M,22,181,80,1960,Summer,Football,Football Men's Football,Gold
M,18,185,81,1956,Summer,Athletics,Athletics Men's 400 metres Hurdles,Silver
F,24,177,70,1980,Summer,Rowing,Rowing Women's Coxed Fours,Bronze
M,22,195,90,1968,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
M,26,195,90,1972,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
M,23,180,75,1960,Summer,Canoeing,Canoeing Men's Kayak Relay 4 x 500 metres,Bronze
M,30,170,66,1964,Summer,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze
M,23,171,71,1960,Summer,Football,Football Men's Football,Silver
M,22,206,109,1968,Summer,Basketball,Basketball Men's Basketball,Gold
M,24,180,75,1972,Summer,Football,Football Men's Football,Bronze
M,24,177,71,1960,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
M,22,187,76,1960,Summer,Athletics,Athletics Men's 400 metres,Bronze
M,37,186,81,1976,Summer,Sailing,Sailing Mixed Multihull,Bronze
F,17,180,63,1960,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
F,17,180,63,1960,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
M,28,169,84,1960,Summer,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",Silver
M,21,182,82,1960,Summer,Water Polo,Water Polo Men's Water Polo,Gold
M,23,183,81,1976,Summer,Boxing,Boxing Men's Light-Heavyweight,Gold
M,19,188,75,1976,Summer,Boxing,Boxing Men's Middleweight,Gold
M,29,165,53,1964,Summer,Rowing,Rowing Men's Coxed Fours,Silver
M,24,192,117,1976,Summer,Athletics,Athletics Men's Hammer Throw,Silver
M,18,183,73,1968,Summer,Swimming,Swimming Men's 100 metres Freestyle,Bronze
M,18,183,73,1968,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
M,18,183,73,1968,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
M,18,183,73,1968,Summer,Swimming,Swimming Men's 100 metres Butterfly,Silver
M,22,183,73,1972,Summer,Swimming,Swimming Men's 100 metres Freestyle,Gold
M,22,183,73,1972,Summer,Swimming,Swimming Men's 200 metres Freestyle,Gold
M,22,183,73,1972,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
M,22,183,73,1972,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
M,22,183,73,1972,Summer,Swimming,Swimming Men's 100 metres Butterfly,Gold
M,22,183,73,1972,Summer,Swimming,Swimming Men's 200 metres Butterfly,Gold
M,22,183,73,1972,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
M,25,146,45,1976,Summer,Rowing,Rowing Men's Coxed Pairs,Gold
M,29,146,45,1980,Summer,Rowing,Rowing Men's Coxed Pairs,Gold
F,16,164,57,1980,Summer,Hockey,Hockey Women's Hockey,Silver
M,26,181,76,1980,Summer,Football,Football Men's Football,Gold
M,24,178,76,1960,Summer,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Silver
M,28,197,96,1980,Summer,Rowing,Rowing Men's Coxed Fours,Bronze
F,22,163,60,1968,Summer,Fencing,"Fencing Women's Foil, Team",Bronze
F,26,163,60,1972,Summer,Fencing,"Fencing Women's Foil, Team",Bronze
M,27,201,91,1976,Summer,Rowing,Rowing Men's Coxless Pairs,Silver
M,19,185,70,1952,Summer,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Bronze
M,27,177,71,1980,Summer,Football,Football Men's Football,Gold
M,20,191,81,1972,Summer,Swimming,Swimming Men's 100 metres Backstroke,Silver
M,20,191,81,1972,Summer,Swimming,Swimming Men's 200 metres Backstroke,Silver
M,20,191,81,1972,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
M,23,197,90,1972,Summer,Basketball,Basketball Men's Basketball,Bronze
M,24,187,79,1952,Summer,Athletics,Athletics Men's 200 metres,Gold
M,24,187,79,1952,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
M,28,187,79,1956,Summer,Athletics,Athletics Men's 200 metres,Silver
M,23,189,84,1980,Summer,Rowing,Rowing Men's Coxed Eights,Silver
M,19,190,84,1948,Summer,Athletics,Athletics Men's High Jump,Bronze
M,25,187,88,1964,Summer,Water Polo,Water Polo Men's Water Polo,Silver
M,25,186,81,1968,Summer,Boxing,Boxing Men's Light-Heavyweight,Bronze
M,22,184,82,1968,Summer,Fencing,"Fencing Men's Foil, Team",Silver
M,26,184,82,1972,Summer,Fencing,"Fencing Men's Foil, Team",Silver
M,27,187,88,1980,Summer,Rowing,Rowing Men's Double Sculls,Silver
M,27,185,89,1972,Summer,Judo,Judo Men's Half-Heavyweight,Silver
M,30,185,89,1976,Summer,Judo,Judo Men's Half-Heavyweight,Bronze
F,29,171,49,1968,Summer,Gymnastics,Gymnastics Women's Team All-Around,Bronze
M,22,186,76,1976,Summer,Modern Pentathlon,Modern Pentathlon Men's Team,Silver
M,20,177,70,1980,Summer,Modern Pentathlon,Modern Pentathlon Men's Individual,Gold
M,20,177,70,1980,Summer,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
M,27,189,87,1972,Summer,Volleyball,Volleyball Men's Volleyball,Bronze
M,31,189,87,1976,Summer,Volleyball,Volleyball Men's Volleyball,Silver
M,37,177,75,1964,Summer,Sailing,Sailing Mixed Two Person Keelboat,Silver
M,19,180,68,1964,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
M,21,189,84,1948,Summer,Rowing,Rowing Men's Coxed Fours,Silver
F,22,170,71,1972,Summer,Athletics,Athletics Women's 100 metres,Gold
F,22,170,71,1972,Summer,Athletics,Athletics Women's 200 metres,Gold
F,22,170,71,1972,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
F,26,170,71,1976,Summer,Athletics,Athletics Women's 100 metres,Silver
F,26,170,71,1976,Summer,Athletics,Athletics Women's 200 metres,Bronze
F,26,170,71,1976,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
M,29,156,52,1980,Summer,Wrestling,"Wrestling Men's Flyweight, Freestyle",Silver
M,25,180,73,1948,Summer,Athletics,Athletics Men's Long Jump,Gold
M,31,175,68,1972,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
F,21,178,65,1980,Summer,Fencing,"Fencing Women's Foil, Team",Bronze
M,20,165,55,1956,Summer,Rowing,Rowing Men's Coxed Fours,Gold
M,24,165,55,1960,Summer,Rowing,Rowing Men's Coxed Fours,Bronze
M,26,192,90,1976,Summer,Volleyball,Volleyball Men's Volleyball,Gold
F,20,166,70,1960,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
F,17,173,62,1972,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
M,18,191,77,1972,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
M,22,191,77,1976,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
F,16,164,56,1968,Summer,Swimming,Swimming Women's 400 metres Individual Medley,Bronze
M,25,166,66,1980,Summer,Football,Football Men's Football,Silver
F,17,171,64,1968,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
F,22,176,72,1980,Summer,Rowing,Rowing Women's Coxless Pairs,Gold
M,23,174,64,1952,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
M,26,183,68,1952,Summer,Equestrianism,"Equestrianism Men's Jumping, Team",Bronze
M,34,183,68,1960,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
M,43,183,68,1968,Summer,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold
M,46,183,68,1972,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
M,20,190,92,1968,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
M,29,197,95,1980,Summer,Rowing,Rowing Men's Coxed Fours,Bronze
M,24,175,69,1964,Summer,Judo,Judo Men's Lightweight,Bronze
M,24,163,57,1964,Summer,Boxing,Boxing Men's Featherweight,Gold
F,18,182,70,1936,Summer,Athletics,Athletics Women's 100 metres,Gold
F,18,182,70,1936,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
F,25,172,62,1976,Summer,Handball,Handball Women's Handball,Bronze
M,24,178,80,1960,Summer,Cycling,Cycling Men's Sprint,Silver
M,29,186,80,1980,Summer,Volleyball,Volleyball Men's Volleyball,Bronze
F,15,180,77,1976,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
M,27,193,97,1968,Summer,Rowing,Rowing Men's Coxed Eights,Bronze
M,46,181,98,1968,Summer,Sailing,Sailing Mixed 5.5 metres,Silver
F,23,187,86,1980,Summer,Rowing,Rowing Women's Coxed Eights,Silver
M,27,186,82,1972,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
F,23,177,67,1936,Summer,Athletics,Athletics Women's 80 metres Hurdles,Silver
M,20,190,95,1972,Summer,Boxing,Boxing Men's Heavyweight,Gold
M,24,190,95,1976,Summer,Boxing,Boxing Men's Heavyweight,Gold
M,28,190,95,1980,Summer,Boxing,Boxing Men's Heavyweight,Gold
F,17,174,70,1960,Summer,Swimming,Swimming Women's 100 metres Freestyle,Bronze
F,17,174,70,1960,Summer,Swimming,Swimming Women's 100 metres Backstroke,Silver
F,35,160,56,1980,Summer,Hockey,Hockey Women's Hockey,Gold
M,23,178,65,1972,Summer,Athletics,"Athletics Men's 5,000 metres",Bronze
F,18,178,68,1964,Summer,Swimming,Swimming Women's 400 metres Freestyle,Bronze
M,23,188,84,1980,Summer,Handball,Handball Men's Handball,Bronze
M,22,183,85,1964,Summer,Water Polo,Water Polo Men's Water Polo,Silver
M,26,183,85,1968,Summer,Water Polo,Water Polo Men's Water Polo,Gold
F,18,162,56,1960,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
M,25,184,91,1936,Summer,Athletics,Athletics Men's Shot Put,Bronze
M,25,184,91,1936,Summer,Athletics,Athletics Men's Javelin Throw,Gold
M,26,172,66,1964,Summer,Football,Football Men's Football,Bronze
M,20,188,94,1972,Summer,Handball,Handball Men's Handball,Bronze
M,24,188,94,1976,Summer,Handball,Handball Men's Handball,Silver
F,32,174,105,1972,Summer,Athletics,Athletics Women's Discus Throw,Bronze
M,23,195,82,1980,Summer,Volleyball,Volleyball Men's Volleyball,Bronze
M,29,190,87,1972,Summer,Rowing,Rowing Men's Coxless Pairs,Bronze
F,23,169,53,1980,Summer,Athletics,"Athletics Women's 1,500 metres",Silver
M,18,197,81,1972,Summer,Athletics,Athletics Men's High Jump,Bronze
M,22,197,81,1976,Summer,Athletics,Athletics Men's High Jump,Bronze
M,38,184,110,1952,Summer,Athletics,Athletics Men's Hammer Throw,Silver
M,28,179,84,1968,Summer,Rowing,Rowing Men's Coxed Fours,Gold
M,32,179,84,1972,Summer,Rowing,Rowing Men's Coxless Fours,Silver
M,26,178,79,1956,Summer,Sailing,Sailing Mixed 5.5 metres,Gold
M,34,178,79,1964,Summer,Sailing,Sailing Mixed 5.5 metres,Silver
M,23,202,95,1964,Summer,Rowing,Rowing Men's Double Sculls,Silver
F,15,173,61,1964,Summer,Swimming,Swimming Women's 100 metres Freestyle,Silver
F,15,173,61,1964,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
F,15,173,61,1964,Summer,Swimming,Swimming Women's 100 metres Butterfly,Gold
F,15,173,61,1964,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
F,23,160,50,1952,Summer,Diving,Diving Women's Platform,Bronze
F,28,160,50,1956,Summer,Diving,Diving Women's Platform,Silver
M,24,191,89,1964,Summer,Rowing,Rowing Men's Coxed Eights,Gold
M,27,184,80,1980,Summer,Volleyball,Volleyball Men's Volleyball,Silver
F,28,183,75,1976,Summer,Basketball,Basketball Women's Basketball,Bronze
F,26,183,75,1976,Summer,Basketball,Basketball Women's Basketball,Bronze
F,30,183,75,1980,Summer,Basketball,Basketball Women's Basketball,Silver
M,23,170,82,1976,Summer,Weightlifting,Weightlifting Men's Light-Heavyweight,Silver
M,20,183,77,1976,Summer,Swimming,Swimming Men's 400 metres Individual Medley,Gold
M,27,177,90,1972,Summer,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Silver
M,27,173,61,1948,Summer,Athletics,"Athletics Men's 1,500 metres",Silver
M,26,182,62,1980,Summer,Athletics,"Athletics Men's 1,500 metres",Silver
M,37,183,84,1952,Summer,Sailing,Sailing Mixed Two Person Keelboat,Gold
M,42,183,84,1956,Summer,Sailing,Sailing Mixed Two Person Keelboat,Silver
M,22,189,89,1976,Summer,Rowing,Rowing Men's Coxless Pairs,Bronze
F,21,183,76,1980,Summer,Handball,Handball Women's Handball,Gold
M,21,172,75,1972,Summer,Football,Football Men's Football,Bronze
M,19,182,80,1956,Summer,Football,Football Men's Football,Gold
M,22,175,67,1964,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
M,19,188,75,1968,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
F,23,172,57,1948,Summer,Athletics,Athletics Women's 100 metres,Bronze
F,23,172,57,1948,Summer,Athletics,Athletics Women's 80 metres Hurdles,Bronze
F,23,172,57,1948,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
F,26,172,57,1952,Summer,Athletics,Athletics Women's 100 metres,Bronze
F,26,172,57,1952,Summer,Athletics,Athletics Women's 80 metres Hurdles,Gold
F,31,172,57,1956,Summer,Athletics,Athletics Women's 80 metres Hurdles,Gold
F,31,172,57,1956,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
M,21,188,102,1980,Summer,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze
M,22,192,87,1976,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
M,24,174,72,1972,Summer,Hockey,Hockey Men's Hockey,Gold
M,22,182,78,1980,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
F,23,168,55,1976,Summer,Athletics,Athletics Women's 400 metres,Bronze
F,23,168,55,1976,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
F,16,182,67,1980,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
F,21,158,50,1972,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
M,21,186,84,1980,Summer,Fencing,"Fencing Men's epee, Team",Silver
F,22,159,52,1956,Summer,Athletics,Athletics Women's 100 metres,Silver
F,22,159,52,1956,Summer,Athletics,Athletics Women's 200 metres,Silver
F,29,162,48,1976,Summer,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold
F,29,162,48,1976,Summer,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
F,21,182,80,1980,Summer,Rowing,Rowing Women's Coxed Fours,Bronze
M,19,189,77,1980,Summer,Swimming,Swimming Men's 400 metres Freestyle,Bronze
M,19,189,77,1980,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
F,20,157,54,1956,Summer,Diving,Diving Women's Springboard,Silver
M,41,180,92,1956,Summer,Sailing,Sailing Mixed 5.5 metres,Bronze
