sex,age,height,weight,year,season,sport,event,medal
F,17,170,58,1968,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
M,20,190,120,1976,Summer,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Silver
M,24,190,120,1980,Summer,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Silver
M,42,185,71,1968,Summer,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",Bronze
M,36,172,73,1952,Summer,Shooting,"Shooting Men's Free Pistol, 50 metres",Bronze
M,22,181,75,1980,Summer,Football,Football Men's Football,Bronze
M,26,178,68,1936,Summer,Basketball,Basketball Men's Basketball,Gold
M,23,192,81,1968,Summer,Boxing,Boxing Men's Heavyweight,Bronze
M,22,180,75,1968,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
M,18,183,70,1976,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
M,30,184,82,1976,Summer,Sailing,Sailing Mixed Three Person Keelboat,Gold
M,34,184,82,1980,Summer,Sailing,Sailing Mixed Three Person Keelboat,Gold
F,29,172,76,1960,Summer,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
M,20,203,93,1972,Summer,Basketball,Basketball Men's Basketball,Silver
M,25,176,77,1976,Summer,Water Polo,Water Polo Men's Water Polo,Silver
M,26,188,87,1960,Summer,Rowing,Rowing Men's Coxless Fours,Silver
M,34,188,87,1968,Summer,Rowing,Rowing Men's Coxless Fours,Bronze
M,25,179,76,1968,Summer,Rowing,Rowing Men's Coxed Pairs,Gold
M,26,160,60,1964,Summer,Boxing,Boxing Men's Lightweight,Silver
M,33,171,59,1964,Summer,Fencing,"Fencing Men's epee, Team",Gold
M,26,188,94,1980,Summer,Rowing,Rowing Men's Quadruple Sculls,Silver
M,26,180,77,1968,Summer,Fencing,"Fencing Men's epee, Team",Bronze
M,38,173,73,1980,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
M,22,178,72,1972,Summer,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
M,23,180,76,1960,Summer,Water Polo,Water Polo Men's Water Polo,Gold
M,25,173,71,1980,Summer,Cycling,"Cycling Men's Road Race, Individual",Bronze
M,22,180,82,1968,Summer,Water Polo,Water Polo Men's Water Polo,Silver
M,26,180,82,1972,Summer,Water Polo,Water Polo Men's Water Polo,Gold
M,34,180,82,1980,Summer,Water Polo,Water Polo Men's Water Polo,Gold
M,27,188,84,1948,Summer,Basketball,Basketball Men's Basketball,Gold
F,17,169,61,1968,Summer,Swimming,Swimming Women's 200 metres Freestyle,Bronze
F,17,169,61,1968,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
F,20,169,61,1972,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
M,25,198,91,1948,Summer,Basketball,Basketball Men's Basketball,Gold
M,20,183,79,1960,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
M,26,186,87,1936,Summer,Athletics,Athletics Men's Shot Put,Silver
M,23,180,77,1952,Summer,Athletics,Athletics Men's 110 metres Hurdles,Bronze
M,23,201,109,1964,Summer,Basketball,Basketball Men's Basketball,Gold
M,29,191,86,1972,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
M,18,193,83,1980,Summer,Swimming,Swimming Men's 100 metres Backstroke,Gold
M,28,183,78,1948,Summer,Basketball,Basketball Men's Basketball,Silver
M,21,174,66,1980,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
M,21,172,63,1980,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
M,25,188,73,1968,Summer,Basketball,Basketball Men's Basketball,Gold
M,29,184,88,1964,Summer,Sailing,Sailing Mixed One Person Dinghy,Silver
M,33,184,88,1968,Summer,Sailing,Sailing Mixed Two Person Keelboat,Gold
M,23,188,85,1964,Summer,Rowing,Rowing Men's Coxless Fours,Silver
M,23,174,70,1956,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
M,26,174,70,1960,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
M,26,181,90,1972,Summer,Judo,Judo Men's Half-Heavyweight,Bronze
M,25,173,68,1952,Summer,Athletics,"Athletics Men's 1,500 metres",Gold
M,23,173,71,1964,Summer,Football,Football Men's Football,Bronze
M,21,181,67,1976,Summer,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze
M,21,181,67,1976,Summer,Modern Pentathlon,Modern Pentathlon Men's Team,Silver
F,21,168,67,1976,Summer,Basketball,Basketball Women's Basketball,Gold
F,25,168,67,1980,Summer,Basketball,Basketball Women's Basketball,Gold
M,27,198,130,1976,Summer,Athletics,Athletics Men's Shot Put,Bronze
M,31,198,130,1980,Summer,Athletics,Athletics Men's Shot Put,Silver
M,29,178,74,1976,Summer,Wrestling,"Wrestling Men's Welterweight, Freestyle",Silver
M,34,182,84,1972,Summer,Shooting,Shooting Mixed Trap,Bronze
M,25,168,73,1960,Summer,Wrestling,"Wrestling Men's Welterweight, Freestyle",Bronze
M,25,175,73,1972,Summer,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",Silver
M,29,175,73,1976,Summer,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",Gold
M,24,174,62,1968,Summer,Football,Football Men's Football,Gold
M,29,165,65.5,1964,Summer,Weightlifting,Weightlifting Men's Lightweight,Gold
M,33,165,65.5,1968,Summer,Weightlifting,Weightlifting Men's Lightweight,Gold
M,26,186,84,1964,Summer,Sailing,Sailing Mixed 5.5 metres,Bronze
M,23,182,81,1980,Summer,Boxing,Boxing Men's Light-Heavyweight,Bronze
M,25,182,82,1964,Summer,Football,Football Men's Football,Bronze
F,18,158,43,1968,Summer,Gymnastics,Gymnastics Women's Team All-Around,Bronze
M,23,182,79,1972,Summer,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Silver
M,24,180,77,1980,Summer,Football,Football Men's Football,Silver
F,33,161,68,1948,Summer,Athletics,Athletics Women's Javelin Throw,Gold
M,21,190,84,1976,Summer,Rowing,Rowing Men's Coxed Eights,Gold
M,22,186,77,1972,Summer,Hockey,Hockey Men's Hockey,Gold
M,21,176,61,1976,Summer,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze
M,23,190,71,1972,Summer,Athletics,Athletics Men's Long Jump,Silver
M,23,170,68,1976,Summer,Athletics,Athletics Men's 20 kilometres Walk,Gold
M,27,183,59,1980,Summer,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver
M,27,172,78,1956,Summer,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold
M,31,172,78,1960,Summer,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold
M,26,170,72,1972,Summer,Fencing,"Fencing Men's Sabre, Team",Silver
M,22,191,70,1968,Summer,Athletics,Athletics Men's Long Jump,Gold
M,23,184,82,1952,Summer,Football,Football Men's Football,Silver
M,20,178,79,1948,Summer,Basketball,Basketball Men's Basketball,Gold
M,23,193,87,1980,Summer,Rowing,Rowing Men's Coxless Fours,Bronze
M,27,191,91,1976,Summer,Volleyball,Volleyball Men's Volleyball,Gold
M,20,188,88,1980,Summer,Water Polo,Water Polo Men's Water Polo,Silver
M,28,169,63,1936,Summer,Athletics,"Athletics Men's 1,500 metres",Bronze
M,35,180,100,1980,Summer,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Bronze
F,22,185,75,1980,Summer,Basketball,Basketball Women's Basketball,Bronze
M,23,188,76,1960,Summer,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze
M,23,188,76,1960,Summer,Modern Pentathlon,Modern Pentathlon Men's Team,Bronze
M,26,183,75,1948,Summer,Basketball,Basketball Men's Basketball,Gold
M,24,191,82,1980,Summer,Athletics,Athletics Men's 400 metres Hurdles,Gold
M,24,191,82,1980,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
F,26,167,63,1976,Summer,Athletics,Athletics Women's Javelin Throw,Silver
F,19,162,59,1960,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
M,20,172,57,1956,Summer,Rowing,Rowing Men's Coxed Eights,Gold
F,17,174,62,1972,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
F,17,174,62,1972,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
M,21,195,88,1956,Summer,Rowing,Rowing Men's Coxed Eights,Gold
M,25,176,74,1968,Summer,Athletics,Athletics Men's Long Jump,Silver
M,20,173,70,1960,Summer,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold
M,23,163,57,1968,Summer,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Silver
M,21,194,87,1976,Summer,Fencing,"Fencing Men's Foil, Team",Gold
M,27,186,82,1976,Summer,Fencing,"Fencing Men's epee, Team",Silver
M,23,191,88,1964,Summer,Rowing,Rowing Men's Coxed Eights,Silver
M,26,167,61,1968,Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze
F,15,160,52,1972,Summer,Swimming,Swimming Women's 100 metres Butterfly,Silver
F,15,160,52,1972,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
M,21,180,78,1972,Summer,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Bronze
F,18,166,55,1972,Summer,Gymnastics,Gymnastics Women's Team All-Around,Bronze
M,26,194,93,1976,Summer,Rowing,Rowing Men's Coxed Pairs,Silver
M,24,180,89,1956,Summer,Boxing,Boxing Men's Heavyweight,Bronze
M,28,180,89,1960,Summer,Boxing,Boxing Men's Heavyweight,Silver
M,23,185,80,1960,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
M,23,186,73,1968,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
M,23,186,73,1968,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
M,21,170,65,1976,Summer,Hockey,Hockey Men's Hockey,Silver
M,26,174,68,1956,Summer,Athletics,Athletics Men's Long Jump,Gold
F,17,167,57,1964,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
F,21,167,57,1968,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
M,23,211,98,1960,Summer,Basketball,Basketball Men's Basketball,Gold
M,23,178,78,1972,Summer,Shooting,"Shooting Mixed Running Target, 50 metres",Silver
M,27,174,89,1948,Summer,Sailing,Sailing Mixed Two Person Keelboat,Silver
M,23,180,82,1948,Summer,Sailing,Sailing Mixed Two Person Keelboat,Silver
M,23,155,52,1980,Summer,Wrestling,"Wrestling Men's Flyweight, Freestyle",Gold
M,23,165,57,1980,Summer,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold
F,15,171,60,1972,Summer,Swimming,Swimming Women's 100 metres Backstroke,Gold
F,15,171,60,1972,Summer,Swimming,Swimming Women's 200 metres Backstroke,Gold
F,15,171,60,1972,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
M,20,200,100,1972,Summer,Basketball,Basketball Men's Basketball,Gold
M,24,200,100,1976,Summer,Basketball,Basketball Men's Basketball,Bronze
M,24,190,82,1968,Summer,Basketball,Basketball Men's Basketball,Bronze
M,28,190,82,1972,Summer,Basketball,Basketball Men's Basketball,Gold
M,32,190,82,1976,Summer,Basketball,Basketball Men's Basketball,Bronze
M,36,190,82,1980,Summer,Basketball,Basketball Men's Basketball,Bronze
M,22,195,92,1980,Summer,Handball,Handball Men's Handball,Silver
M,34,183,82,1976,Summer,Sailing,Sailing Mixed Three Person Keelboat,Bronze
M,27,172,69,1980,Summer,Hockey,Hockey Men's Hockey,Bronze
M,31,180,65,1960,Summer,Athletics,Athletics Men's Marathon,Silver
M,21,169,54,1960,Summer,Boxing,Boxing Men's Bantamweight,Bronze
M,25,178,91,1968,Summer,Athletics,Athletics Men's Decathlon,Bronze
M,19,170,70,1964,Summer,Football,Football Men's Football,Gold
M,27,159,60,1972,Summer,Weightlifting,Weightlifting Men's Featherweight,Bronze
M,29,181,81,1972,Summer,Handball,Handball Men's Handball,Silver
M,26,174,70,1976,Summer,Football,Football Men's Football,Silver
M,34,178,100,1952,Summer,Shooting,"Shooting Men's Free Pistol, 50 metres",Gold
M,17,183,78,1960,Summer,Swimming,Swimming Men's 100 metres Backstroke,Bronze
M,17,183,78,1960,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
M,21,183,78,1964,Summer,Swimming,Swimming Men's 200 metres Backstroke,Bronze
M,21,183,78,1964,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
M,28,188,98,1948,Summer,Athletics,Athletics Men's Hammer Throw,Bronze
M,26,172,68,1956,Summer,Athletics,Athletics Men's Long Jump,Silver
M,31,179,70,1976,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
M,23,183,71,1972,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
M,27,183,71,1976,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
M,16,150,50,1972,Summer,Rowing,Rowing Men's Coxed Fours,Gold
M,34,180,75,1964,Summer,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze
M,42,180,75,1972,Summer,Sailing,Sailing Mixed Three Person Keelboat,Gold
M,22,178,67,1960,Summer,Boxing,Boxing Men's Welterweight,Gold
M,22,150,51,1972,Summer,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Gold
M,26,150,51,1976,Summer,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Silver
F,20,167,61,1976,Summer,Handball,Handball Women's Handball,Gold
F,24,167,61,1980,Summer,Handball,Handball Women's Handball,Gold
F,26,171,67,1976,Summer,Volleyball,Volleyball Women's Volleyball,Silver
M,20,157,59.5,1956,Summer,Weightlifting,Weightlifting Men's Featherweight,Gold
M,23,157,59.5,1960,Summer,Weightlifting,Weightlifting Men's Featherweight,Silver
M,27,157,59.5,1964,Summer,Weightlifting,Weightlifting Men's Featherweight,Silver
M,24,178,73,1980,Summer,Football,Football Men's Football,Gold
M,22,196,104,1972,Summer,Rowing,Rowing Men's Coxed Fours,Gold
M,23,186,76,1968,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
M,27,186,76,1972,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
M,27,190,84,1976,Summer,Rowing,Rowing Men's Coxless Fours,Silver
M,21,182,75,1960,Summer,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold
M,23,180,80,1956,Summer,Rowing,Rowing Men's Double Sculls,Gold
M,27,180,80,1960,Summer,Rowing,Rowing Men's Double Sculls,Silver
M,22,185,77,1964,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
M,33,180,77,1948,Summer,Sailing,Sailing Mixed Three Person Keelboat,Bronze
M,41,180,77,1956,Summer,Sailing,Sailing Mixed Three Person Keelboat,Silver
M,49,180,77,1964,Summer,Sailing,Sailing Mixed Three Person Keelboat,Gold
M,36,170,70,1948,Summer,Sailing,Sailing Mixed Three Person Keelboat,Bronze
M,48,170,70,1960,Summer,Sailing,Sailing Mixed 5.5 metres,Silver
M,24,176,68,1968,Summer,Fencing,"Fencing Men's Foil, Team",Gold
M,28,176,68,1972,Summer,Fencing,"Fencing Men's Foil, Team",Bronze
M,21,180,66,1960,Summer,Athletics,Athletics Men's 200 metres,Gold
M,15,172,71,1960,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
M,19,172,71,1964,Summer,Swimming,Swimming Men's 200 metres Butterfly,Gold
M,19,172,71,1964,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
M,24,170,67,1964,Summer,Boxing,Boxing Men's Welterweight,Bronze
M,20,180,79,1936,Summer,Football,Football Men's Football,Gold
M,23,176,63,1972,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
M,26,184,79,1976,Summer,Rowing,Rowing Men's Double Sculls,Bronze
M,29,188,86,1976,Summer,Sailing,Sailing Mixed One Person Dinghy,Bronze
M,26,154,50,1980,Summer,Rowing,Rowing Men's Coxed Fours,Silver
F,29,170,58,1976,Summer,Handball,Handball Women's Handball,Bronze
F,23,190,91,1980,Summer,Basketball,Basketball Women's Basketball,Gold
F,25,166,55,1976,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
M,27,165,67,1968,Summer,Boxing,Boxing Men's Welterweight,Silver
F,22,169,58,1968,Summer,Athletics,Athletics Women's 400 metres,Gold
M,28,172,93,1972,Summer,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze
F,17,174,70,1964,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
M,23,189,96,1980,Summer,Handball,Handball Men's Handball,Gold
M,20,195,135,1976,Summer,Athletics,Athletics Men's Shot Put,Gold
M,24,195,135,1980,Summer,Athletics,Athletics Men's Shot Put,Bronze
M,19,191,108,1964,Summer,Athletics,Athletics Men's Hammer Throw,Bronze
M,22,178,70,1980,Summer,Football,Football Men's Football,Bronze
M,29,174,68,1980,Summer,Hockey,Hockey Men's Hockey,Gold
M,22,169,70,1936,Summer,Football,Football Men's Football,Gold
M,21,173,70,1960,Summer,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold
M,25,173,70,1964,Summer,Cycling,Cycling Men's Sprint,Silver
M,25,173,70,1964,Summer,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold
M,22,182,82,1952,Summer,Rowing,Rowing Men's Coxed Fours,Silver
F,20,163,60,1960,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
M,29,178,67,1964,Summer,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze
M,28,165,83,1968,Summer,Weightlifting,Weightlifting Men's Light-Heavyweight,Silver
M,23,194,110,1968,Summer,Volleyball,Volleyball Men's Volleyball,Gold
M,21,214,117,1980,Summer,Basketball,Basketball Men's Basketball,Bronze
M,28,192,95,1972,Summer,Rowing,Rowing Men's Coxed Fours,Gold
M,23,187,103,1980,Summer,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver
M,24,184,79,1952,Summer,Athletics,Athletics Men's Long Jump,Gold
F,24,173,61,1964,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
F,24,173,61,1964,Summer,Athletics,Athletics Women's Long Jump,Gold
F,24,173,61,1964,Summer,Athletics,Athletics Women's Pentathlon,Silver
M,28,177,57,1960,Summer,Athletics,Athletics Men's Marathon,Gold
M,32,177,57,1964,Summer,Athletics,Athletics Men's Marathon,Gold
M,19,168,75,1972,Summer,Weightlifting,Weightlifting Men's Middleweight,Gold
M,20,171,60,1972,Summer,Hockey,Hockey Men's Hockey,Bronze
M,21,170,53,1960,Summer,Rowing,Rowing Men's Coxed Eights,Silver
F,20,168,64,1964,Summer,Volleyball,Volleyball Women's Volleyball,Silver
M,25,178,87,1960,Summer,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver
F,19,174,70,1964,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
M,20,196,96,1964,Summer,Basketball,Basketball Men's Basketball,Bronze
M,42,172,70,1968,Summer,Sailing,Sailing Mixed Three Person Keelboat,Silver
M,21,187,87,1980,Summer,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze
M,23,194,96,1972,Summer,Handball,Handball Men's Handball,Bronze
M,27,194,96,1976,Summer,Handball,Handball Men's Handball,Silver
M,31,194,96,1980,Summer,Handball,Handball Men's Handball,Bronze
M,21,183,81,1976,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
F,22,174,65,1980,Summer,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
M,20,193,86,1936,Summer,Basketball,Basketball Men's Basketball,Gold
M,21,181,85,1960,Summer,Rowing,Rowing Men's Coxed Eights,Gold
M,25,181,85,1964,Summer,Rowing,Rowing Men's Coxed Eights,Silver
M,21,181,66,1968,Summer,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold
F,24,192,77,1980,Summer,Basketball,Basketball Women's Basketball,Bronze
F,21,170,65,1968,Summer,Swimming,Swimming Women's 100 metres Breaststroke,Gold
F,21,170,65,1968,Summer,Swimming,Swimming Women's 200 metres Breaststroke,Silver
M,27,173,74.5,1948,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
M,27,173,74.5,1948,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Bronze
M,36,184,75,1980,Summer,Sailing,Sailing Mixed Multihull,Gold
M,27,170,58.5,1972,Summer,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Bronze
M,21,186,80,1972,Summer,Athletics,Athletics Men's 200 metres,Silver
M,21,186,80,1972,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
F,20,165,55,1964,Summer,Athletics,Athletics Women's 200 metres,Bronze
M,25,160,52,1980,Summer,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Gold
M,23,168,82,1980,Summer,Weightlifting,Weightlifting Men's Light-Heavyweight,Silver
F,25,175,64,1972,Summer,Athletics,Athletics Women's High Jump,Silver
F,29,175,64,1976,Summer,Athletics,Athletics Women's High Jump,Bronze
M,24,188,141,1956,Summer,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
M,24,180,72,1964,Summer,Rowing,Rowing Men's Coxless Pairs,Silver
M,30,173,90,1980,Summer,Weightlifting,Weightlifting Men's Heavyweight I,Bronze
F,21,163,50,1936,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
F,30,175,63,1948,Summer,Athletics,Athletics Women's 100 metres,Gold
F,30,175,63,1948,Summer,Athletics,Athletics Women's 200 metres,Gold
F,30,175,63,1948,Summer,Athletics,Athletics Women's 80 metres Hurdles,Gold
F,30,175,63,1948,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
M,26,180,97,1936,Summer,Athletics,Athletics Men's Hammer Throw,Silver
M,30,173,68,1976,Summer,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze
M,26,172,57,1964,Summer,Boxing,Boxing Men's Light-Welterweight,Bronze
F,22,162,54,1980,Summer,Hockey,Hockey Women's Hockey,Silver
M,20,195,87,1960,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
M,25,176,68,1980,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver
M,25,176,68,1980,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
M,19,181,76,1956,Summer,Basketball,Basketball Men's Basketball,Bronze
M,33,173,68,1976,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
M,19,180,74,1972,Summer,Football,Football Men's Football,Bronze
M,23,180,74,1976,Summer,Football,Football Men's Football,Bronze
M,25,170,73,1960,Summer,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold
M,23,165,50,1972,Summer,Boxing,Boxing Men's Flyweight,Bronze
M,27,165,50,1976,Summer,Boxing,Boxing Men's Flyweight,Bronze
M,32,177,81,1956,Summer,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Bronze
